2015,Chow City,287-293 Exhibition Street
2015,Chuckle Deli,318-322 Little Collins Street
2015,Chuckle Park,318-322 Little Collins Street
2015,Ciao Pizza Napoli Restaurant,386-392 Little Bourke Street
2015,Cinnamon's,829-843 Bourke Street
2015,Citizen Cafe,2 Convention Centre Place
2015,City BBQ Chinese Restaurant,178-190 Little Bourke Street
2015,City Blend,363-367 Little Collins Street
2015,City Grill Room,535 Little Lonsdale Street
2015,City Of Melbourne Bowls Club Inc, Dudley Street 
2015,City Orchids Garden,119-127 Little Bourke Street
2015,City Street Food,389-395 Lonsdale Street
2015,City Wine Shop ,159 Spring Street
2015,Classic Curry Company,597 Elizabeth Street
2015,Claypot King ,207-209 Swanston Street
2015,Clever Polly's,313 Victoria Street
2015,Clocks At Flinders Street Station,207-361 Flinders Street
2015,Club Asuka,59-63 Bourke Street
2015,Club Sandwich on Collins,459 Collins Street
2015,Clyde Hotel,377-391 Cardigan Street
2015,Coco Latte Cafe,1-9 Exhibition Street
2015,Cocoa Bean Cafe,130-148 William Street
2015,Cocoa Espresso,75-77 Flinders Lane
2015,Coconut House,449-451 Elizabeth Street
2015,Coda Bar & Restaurant,141-143 Flinders Lane
2015,Code Black,471-485 Collins Street
2015,Coffea Coffee,507-523 Elizabeth Street
2015,Coffee Exchange,93-101 Spring Street
2015,Coffee Gauge,821-827 Bourke Street
2015,Coffee On Cardigan,110-120 Victoria Street
2015,Coffee Rush,715-727 Bourke Street
2015,Coffee n' all Customs House,1010 La Trobe Street
2015,Coffee on Drummond,18-40 Queensberry Street
2015,Collingwood Football Club Limited,10-20 Olympic Boulevard
2015,Collins Kitchen,121-131 Collins Street
2015,Collins Quarter ,86-88 Collins Street
2015,Colonial Hotel / Brown Alley,234-244 King Street
2015,Colourful Yunnan Restaurant,680-682 Swanston Street
2015,Commodity Cafe ,439-445 St Kilda Road
2015,Commodity Cafe,497-503 St Kilda Road
2015,Common Ground,225-229 Victoria Street
2015,Common Man,20-30 Convention Centre Place
2015,Commune Pitstop ,2-12 Parliament Place
2015,Cone Heads,274-282 Flinders Street
2015,Conservatory,8 Whiteman Street
2015,Cookie,248-258 Swanston Street
2015,Coopers Inn,242-284 Exhibition Street
2015,Copperwood ,316-318 Lygon Street
2015,Corner & Bench,408-412 Bourke Street
2015,Corner Cafe & Convenience Store,52-62 Cade Way
2015,Cosentino,127-129 Lygon Street
2015,Counter,104-108 Errol Street
2015,Couple Cinos,190 Bellair Street
2015,Court House Hotel,86-90 Errol Street
2015,Cravings On Collins,251-257 Collins Street
2015,Crazy Wing,177 Russell Street
2015,Crema Espresso Bar,57-67 Little Collins Street
2015,Crema,351-357 Collins Street
2015,Crisp Creative Salad,111-129 Bourke Street
2015,Crisp Creative Salad,550 Bourke Street
2015,Crossbar Cafe,2 Swanston Street
2015,Crossley Hotel ,47-55 Little Bourke Street
2015,Crossways Food For Life,123 Swanston Street
2015,Crown Entertainment Complex and Casino,8 Whiteman Street
2015,Crown Metropol,57-91 Clarendon Street
2015,Crown Plaza,1-5 Spencer Street
2015,Crumbs Organic Bakehouse,16-18 Errol Street
2015,Crust Gourmet Pizza Bar Kensington,532-534 Macaulay Road
2015,Crust Gourmet Pizza,377-381 Lonsdale Street
2015,Crystal Jade Restaurant,196-208 Russell Street
2015,Cucina Di Esposito,162 Elgin Street
2015,Cultured Salad,309-325 Bourke Street
2015,Cumulus Inc,37-45 Flinders Lane
2015,Cupcake Central ,183-265 La Trobe Street
2015,Cupp,220-226 Collins Street
2015,Cure Bar & Eatery,164 Rathdowne Street
2015,Curry Bowl,237-239 Exhibition Street
2015,Curry Bowl,538-542 Little Collins Street
2015,Curry Point,392-406 Bourke Street
2015,Curry Vault ,18-20 Bank Place
2015,D & D Kebabs & Spuds,353-359 Little Collins Street
2015,D Food Connection,183-265 La Trobe Street
2015,D G Expresso,829-843 Bourke Street
2015,D House Cafe,313-315 Swanston Street
2015,D'Marcos  Espresso Bar,100-116 Bourke Street
2015,DANSK Restaurant,428-432 Little Bourke Street
2015,DOC Delicatessen,330 Lygon Street
2015,DOC Espresso,326-328 Lygon Street
2015,Da Bruno Ristorante Pizza,170-176 Wellington Parade
2015,Da Hu Peking Duck Restaurant,195-197 Russell Street
2015,Da Rin,169 Bourke Street
2015,Dainty Sichuan Food,206-218 Bourke Street
2015,Dainty Sichuan Noodle Express,269-321 Lonsdale Street
2015,Darac Grill & Bar,51-53 A'Beckett Street
2015,De Alleyway Espresso,318-322 Little Collins Street
2015,De Asian Hut,2-24 Waterview Walk
2015,De Gusto,744-770 Bourke Street
2015,De Mad Hatter,733-747 Collins Street
2015,Decca Bar,93-95 Queen Street
2015,Decoy Art House Cafe,303 Exhibition Street
2015,Dee Casa,133-139 City Road
2015,Degani @ Crown ,8 Whiteman Street
2015,Degani @ East Melbourne,372-380 Albert Street
